,,Author,"Author Description",Date,Rating,"Helpful count",Review,"Picture included",Language,"Message Original","Language code","Reviewer Data","Profile Url","Review Url",Photos,"Message Translated"
53,,"John García Vega (John GV)","Local Guide · 120 reviews","2025-09-01 22:30:58",1,0,"Se merecen menos de una estrella pero lamentablemente no se puede, el agendamiento con esta gente es imposible por los canales de atención , tienes que ir personalmente de lo contrario no tienes cita,  no te atienden a la hora que es si no una hora después si tienes suerte, las recepcionistas no saben ni que responder ante los reclamos, lamentablemente SURA me remitió con ellos y nada que hacer pero PÉSIMO todo con este lugar.",no,Spanish,"Se merecen menos de una estrella pero lamentablemente no se puede, el agendamiento con esta gente es imposible por los canales de atención , tienes que ir personalmente de lo contrario no tienes cita,  no te atienden a la hora que es si no una hora después si tienes suerte, las recepcionistas no saben ni que responder ante los reclamos, lamentablemente SURA me remitió con ellos y nada que hacer pero PÉSIMO todo con este lugar.",Spanish,"Local Guide · 120 reviews",https://www.google.com/maps/contrib/112251560514177476436?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2kxYWJXcHNjSEpqWHkxWFdXZERSWEp2UVhadWVVRRAB!2m1!1s0x0:0x83f1475e83c8e336!3m1!1s2@1:CAIQACodChtycF9oOi1abWpscHJjXy1XWWdDRXJvQXZueUE%7C%7C?hl=en,,
54,,"Estefania Torres Espinal","1 review","2025-12-02 03:59:25",1,0,"Completamente malo el servicio, te reagendan las citas arbitrariamente un día antes, te retrasas 10 minutos y no te atienden, pero ellos sí se demoran 50 minutos después de tu cita en atenderte. Llaman a la carrera y hasta escriben tus datos personales mal, haciendo que la EPS niegue tus órdenes por este motivo. PÉSIMO SERVICIO Y ""PROFESIONALES"".",no,Spanish,"Completamente malo el servicio, te reagendan las citas arbitrariamente un día antes, te retrasas 10 minutos y no te atienden, pero ellos sí se demoran 50 minutos después de tu cita en atenderte. Llaman a la carrera y hasta escriben tus datos personales mal, haciendo que la EPS niegue tus órdenes por este motivo. PÉSIMO SERVICIO Y ""PROFESIONALES"".",Spanish,"1 review",https://www.google.com/maps/contrib/114627353817291551563?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s1M09FbFpaVmczWlVjdGNsbEJiME5hV0U1WFUzYxAB!2m1!1s0x0:0x83f1475e83c8e336!3m1!1s2@1:CAIQACodChtycF9oOk53OElZZVg3ZUctcllBb0NaWE5XU3c%7C%7C?hl=en,,
55,,"Catalina R. Zapata (Katta Zapatta)","Local Guide · 37 reviews","2026-01-24 13:52:59",1,0,"PESIMA atención, eternamente demorados en atender. Instalaciones insuficientes. Todo mal",no,Spanish,"PESIMA atención, eternamente demorados en atender. Instalaciones insuficientes. Todo mal",Spanish,"Local Guide · 37 reviews",https://www.google.com/maps/contrib/111992685120851632259?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25OdGEwUmFVVVpvZDJWeU1qWmZNVmRIVkhwbldrRRAB!2m1!1s0x0:0x83f1475e83c8e336!3m1!1s2@1:CAIQACodChtycF9oOnNta0RaUUZod2VyMjZfMVdHVHpnWkE%7C%7C?hl=en,,
56,,"P Q","Local Guide · 52 reviews","2026-02-18 14:53:33",3,0,"Un mes pidiendo una cita. El chat siempre dice . "" Por este medio no atendemos pacientes de sanitas  te comunico con un asesor"" y el asesor nunca habla. PORQUE MEDIO SE PIDEN LAS CITAS SI EL CHAT NO CONTESTA?
Despues de tener la cita con ayuda de eps Sanitas les cuento que SUPER LA ATENCION. DEMASIADO EXELENTE CON GERIATRIA. MI MADRE esta siendo atendida con mucho esmero, la medica se esmera por valorar todo muy bien. Demasiado preocupada porq ella tenga una salud exelente.
Muy agradecida von el servicio wue prestan en geriatría",no,Spanish,"Un mes pidiendo una cita. El chat siempre dice . "" Por este medio no atendemos pacientes de sanitas  te comunico con un asesor"" y el asesor nunca habla. PORQUE MEDIO SE PIDEN LAS CITAS SI EL CHAT NO CONTESTA?
Despues de tener la cita con ayuda de eps Sanitas les cuento que SUPER LA ATENCION. DEMASIADO EXELENTE CON GERIATRIA. MI MADRE esta siendo atendida con mucho esmero, la medica se esmera por valorar todo muy bien. Demasiado preocupada porq ella tenga una salud exelente.
Muy agradecida von el servicio wue prestan en geriatría",Spanish,"Local Guide · 52 reviews",https://www.google.com/maps/contrib/114881498649125729851?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tad1V5MTBVUzFxUm05V1pscGpRMVJrYURoWE5GRRAB!2m1!1s0x0:0x83f1475e83c8e336!3m1!1s2@1:CAIQACodChtycF9oOkZwUy10US1qRm9WZlpjQ1RkaDhXNFE%7C%7C?hl=en,,
57,,"Catalina García A","Local Guide · 5 reviews","2026-03-02 16:50:22",5,0,"Excelentes profesionales!! Los espacios impecables
https://lh3.googleusercontent.com/grass-cs/ACvplmNDld00DmZX8wLvQquGw9KHyln1PRIqJPynAaWk35mXXEacYries5Qxi5uVWu-lbnlGO8Y3nR8OQVJss35cXnUJ9DIs1k_-HdzNdzIIE8OUxLxUBOoGX3TBFiCLt43PkYn2BXOnFVnRTUca=k-no
https://lh3.googleusercontent.com/grass-cs/ACvplmOFJDsC5YJPPx8G0l9QQg_HD1psispfDpfg_2Zn7xizBDU8jDZc3GdhOgATnnx9ey84Tyd9UIXe_y3K1GSHnF5AenSphURhfrNhdY5eXXRQNy6oFGWl1QknvaphCiXiAjGX8aW_JnVjVPLi=k-no
https://lh3.googleusercontent.com/grass-cs/ACvplmM0W1fgExd6ka-VR7J8dALe8h5-_wH_1SVqn9gk0ayMG0Te5OJ8toFCotpGvFm_UBbjJ6cE_5d0PrhPLvXpI-ExWLPn9yffzcRW5zraR_WmMaRRL1Ks0ivDbztDs2ao6zJw2rGqq_AEtEw=k-no
https://lh3.googleusercontent.com/grass-cs/ACvplmNDld00DmZX8wLvQquGw9KHyln1PRIqJPynAaWk35mXXEacYries5Qxi5uVWu-lbnlGO8Y3nR8OQVJss35cXnUJ9DIs1k_-HdzNdzIIE8OUxLxUBOoGX3TBFiCLt43PkYn2BXOnFVnRTUca=k-no
https://lh3.googleusercontent.com/grass-cs/ACvplmOFJDsC5YJPPx8G0l9QQg_HD1psispfDpfg_2Zn7xizBDU8jDZc3GdhOgATnnx9ey84Tyd9UIXe_y3K1GSHnF5AenSphURhfrNhdY5eXXRQNy6oFGWl1QknvaphCiXiAjGX8aW_JnVjVPLi=k-no
https://lh3.googleusercontent.com/grass-cs/ACvplmM0W1fgExd6ka-VR7J8dALe8h5-_wH_1SVqn9gk0ayMG0Te5OJ8toFCotpGvFm_UBbjJ6cE_5d0PrhPLvXpI-ExWLPn9yffzcRW5zraR_WmMaRRL1Ks0ivDbztDs2ao6zJw2rGqq_AEtEw=k-no",yes,Spanish,"Excelentes profesionales!! Los espacios impecables",Spanish,"Local Guide · 5 reviews",https://www.google.com/maps/contrib/112138607130648957475?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25CMWFUTkxlRGxzVVRCZldHSnVOMjFHWlhwb1IwRRAB!2m1!1s0x0:0x83f1475e83c8e336!3m1!1s2@1:CAIQACodChtycF9oOnB1aTNLeDlsUTBfWGJuN21GZXpoR0E%7C%7C?hl=en,"https://lh3.googleusercontent.com/grass-cs/ACvplmNDld00DmZX8wLvQquGw9KHyln1PRIqJPynAaWk35mXXEacYries5Qxi5uVWu-lbnlGO8Y3nR8OQVJss35cXnUJ9DIs1k_-HdzNdzIIE8OUxLxUBOoGX3TBFiCLt43PkYn2BXOnFVnRTUca=k-no,https://lh3.googleusercontent.com/grass-cs/ACvplmOFJDsC5YJPPx8G0l9QQg_HD1psispfDpfg_2Zn7xizBDU8jDZc3GdhOgATnnx9ey84Tyd9UIXe_y3K1GSHnF5AenSphURhfrNhdY5eXXRQNy6oFGWl1QknvaphCiXiAjGX8aW_JnVjVPLi=k-no,https://lh3.googleusercontent.com/grass-cs/ACvplmM0W1fgExd6ka-VR7J8dALe8h5-_wH_1SVqn9gk0ayMG0Te5OJ8toFCotpGvFm_UBbjJ6cE_5d0PrhPLvXpI-ExWLPn9yffzcRW5zraR_WmMaRRL1Ks0ivDbztDs2ao6zJw2rGqq_AEtEw=k-no",
58,,"María Teresa Posada Vélez","Local Guide · 40 reviews","2026-03-07 13:07:01",1,0,"Es imposible conseguir telefónicamente una cita.",no,Spanish,"Es imposible conseguir telefónicamente una cita.",Spanish,"Local Guide · 40 reviews",https://www.google.com/maps/contrib/110975092331405061654?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT214UFRHaFFXRlJ4TW5ZMmJGZzBYMHhLTUd0WGRWRRAB!2m1!1s0x0:0x83f1475e83c8e336!3m1!1s2@1:CAIQACodChtycF9oOmxPTGhQWFRxMnY2bFg0X0xKMGtXdVE%7C%7C?hl=en,,
59,,"Bárbara Moreno","1 review","2026-04-20 21:12:05",5,0,"Excelente atención y calidez humana",no,Spanish,"Excelente atención y calidez humana",Spanish,"1 review",https://www.google.com/maps/contrib/111745228858134119085?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2psc1JWcHdWa2t5UnpNNU5FWXhUV1ZNVUhoMldFRRAB!2m1!1s0x0:0x83f1475e83c8e336!3m1!1s2@1:CAIQACodChtycF9oOjlsRVpwVkkyRzM5NEYxTWVMUHh2WEE%7C%7C?hl=en,,
60,,"Liliana Angel","2 reviews","2026-04-28 15:44:47",1,0,"Pésimo servicio para contestar el teléfono",no,Spanish,"Pésimo servicio para contestar el teléfono",Spanish,"2 reviews",https://www.google.com/maps/contrib/111150177115922342415?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pkWFRGVnpUMHRqUW1SNlIwNDJMVEZpV2pReFUwRRAB!2m1!1s0x0:0x83f1475e83c8e336!3m1!1s2@1:CAIQACodChtycF9oOjdXTFVzT0tjQmR6R042LTFiWjQxU0E%7C%7C?hl=en,,
61,,"VERONICA PEREZ GUERRA","1 review","2026-05-08 17:01:07",1,0,"Falta de seriedad, ética profesional y atención humanizada. Llegas a una cita 35 minutos antes de la hora programada, esperas pacientemente y al momento de la cita resultas que el médico se fue y te marcó como inasistencia, sin dar una justificación clara de lo ocurrido. Una paciente mayor, que requiere acompañamiento y pierde la cita por cuestiones ajenas a ella; no brindan una solución real y adecuada a la situación, solo ofrecen después de estar casi dos horas en el sitio esperando soluciones reagendar la cita, cita que es indispensable para reformulación de medicamentos vitales. Definitivamente queda en dudas el sentido humano y ética de los profesionales de la institución.",no,Spanish,"Falta de seriedad, ética profesional y atención humanizada. Llegas a una cita 35 minutos antes de la hora programada, esperas pacientemente y al momento de la cita resultas que el médico se fue y te marcó como inasistencia, sin dar una justificación clara de lo ocurrido. Una paciente mayor, que requiere acompañamiento y pierde la cita por cuestiones ajenas a ella; no brindan una solución real y adecuada a la situación, solo ofrecen después de estar casi dos horas en el sitio esperando soluciones reagendar la cita, cita que es indispensable para reformulación de medicamentos vitales. Definitivamente queda en dudas el sentido humano y ética de los profesionales de la institución.",Spanish,"1 review",https://www.google.com/maps/contrib/113820371571863200561?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2paNU5WOWFhM0pxUXprMmFqSm1SQzFHVlRkbWNtYxAB!2m1!1s0x0:0x83f1475e83c8e336!3m1!1s2@1:CAIQACodChtycF9oOjZ5NV9aa3JqQzk2ajJmRC1GVTdmcmc%7C%7C?hl=en,,
62,,"Lorena Avendaño Ibarra.","2 reviews","2026-06-17 20:06:52",1,0,"Muy mala experiencia. Esperé más de una hora para ser atendida por el cardiólogo y en ningún momento recibí información clara sobre el retraso. La atención es desorganizada, no hay personal que oriente a los pacientes ni ayude a resolver inquietudes.

Es una falta de respeto no valorar el tiempo de las personas. Todos tenemos compromisos y responsabilidades, por lo que no es aceptable esperar tanto tiempo sin ninguna explicación. Definitivamente deben mejorar la gestión de las citas y la atención al usuario.
https://lh3.googleusercontent.com/grass-cs/ACvplmMY7sRqHqn7iUlnNz7ht8PcAj3NgS1YIgtDYz6DnM95dEx9voFw2FxnVJ5YSD-_bnajGD3vFhdapWLKPkaAXsmYY2eoLa6IrvPECQlPwbfIZh7LUi4-x_JEtD4xHk95OWAdmkK055WfTlc=k-no
https://lh3.googleusercontent.com/grass-cs/ACvplmMd6TV78vWOQNEbgCikrSax5UsX5wnsXEpBddHMs1JvfG7rq7YwcwFfaV5krafMaKZfTikiX1OQ3_sxUbXqRJv-lZv0crigLdjkeBFQRZTZvtXLtMbsAJT4ymWYX5wZHtnrEntYDDIErA4h=k-no
https://lh3.googleusercontent.com/grass-cs/ACvplmMY7sRqHqn7iUlnNz7ht8PcAj3NgS1YIgtDYz6DnM95dEx9voFw2FxnVJ5YSD-_bnajGD3vFhdapWLKPkaAXsmYY2eoLa6IrvPECQlPwbfIZh7LUi4-x_JEtD4xHk95OWAdmkK055WfTlc=k-no
https://lh3.googleusercontent.com/grass-cs/ACvplmMd6TV78vWOQNEbgCikrSax5UsX5wnsXEpBddHMs1JvfG7rq7YwcwFfaV5krafMaKZfTikiX1OQ3_sxUbXqRJv-lZv0crigLdjkeBFQRZTZvtXLtMbsAJT4ymWYX5wZHtnrEntYDDIErA4h=k-no",yes,Spanish,"Muy mala experiencia. Esperé más de una hora para ser atendida por el cardiólogo y en ningún momento recibí información clara sobre el retraso. La atención es desorganizada, no hay personal que oriente a los pacientes ni ayude a resolver inquietudes.

Es una falta de respeto no valorar el tiempo de las personas. Todos tenemos compromisos y responsabilidades, por lo que no es aceptable esperar tanto tiempo sin ninguna explicación. Definitivamente deben mejorar la gestión de las citas y la atención al usuario.",Spanish,"2 reviews",https://www.google.com/maps/contrib/102388162627931651088?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tab1NXeHFkV1YyY2kxWFkyVmpUVXBYTkhac1pGRRAB!2m1!1s0x0:0x83f1475e83c8e336!3m1!1s2@1:CAIQACodChtycF9oOkZoSWxqdWV2ci1XY2VjTUpXNHZsZFE%7C%7C?hl=en,"https://lh3.googleusercontent.com/grass-cs/ACvplmMY7sRqHqn7iUlnNz7ht8PcAj3NgS1YIgtDYz6DnM95dEx9voFw2FxnVJ5YSD-_bnajGD3vFhdapWLKPkaAXsmYY2eoLa6IrvPECQlPwbfIZh7LUi4-x_JEtD4xHk95OWAdmkK055WfTlc=k-no,https://lh3.googleusercontent.com/grass-cs/ACvplmMd6TV78vWOQNEbgCikrSax5UsX5wnsXEpBddHMs1JvfG7rq7YwcwFfaV5krafMaKZfTikiX1OQ3_sxUbXqRJv-lZv0crigLdjkeBFQRZTZvtXLtMbsAJT4ymWYX5wZHtnrEntYDDIErA4h=k-no",
63,,"juan felipe","Local Guide · 34 reviews","2026-06-23 15:55:14",5,0,,no,,,,"Local Guide · 34 reviews",https://www.google.com/maps/contrib/106347146274374793625?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tsVFJGaEdZV1ZwYlhKMU5HNVRRMlJ0Y2xkUFUwRRAB!2m1!1s0x0:0x83f1475e83c8e336!3m1!1s2@1:CAIQACodChtycF9oOklTRFhGYWVpbXJ1NG5TQ2RtcldPU0E%7C%7C?hl=en,,
64,,"Jhon Hurtado","2 reviews","2026-07-02 15:36:56",1,0,"no les daría ni una estrella por ser la peor entidad de salud me parece el colmo que todo sea un retraso y que la comunicación sea deficiente mejor dicho nula una falta de respeto tener que hablar con una IA que ni sabe que dice gas gas la salud y mas con estas chandas de entidades",no,Spanish,"no les daría ni una estrella por ser la peor entidad de salud me parece el colmo que todo sea un retraso y que la comunicación sea deficiente mejor dicho nula una falta de respeto tener que hablar con una IA que ni sabe que dice gas gas la salud y mas con estas chandas de entidades",Spanish,"2 reviews",https://www.google.com/maps/contrib/107628422993029010627?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25KVVdVcGpSRlpQZG0xU1YyMWlOSEpWZVd4ZkxYYxAB!2m1!1s0x0:0x83f1475e83c8e336!3m1!1s2@1:CAIQACodChtycF9oOnJUWUpjRFZPdm1SV21iNHJVeWxfLXc%7C%7C?hl=en,,
65,,"Maria Sanchez","Local Guide · 25 reviews","2026-07-16 15:41:41",1,0,"Pésimo servicio, tengo más de un mes intentado pedir una cita, llamo y escribo y el boot solo dice que un asesor se comunicara conmigo, pero aún nada.",no,Spanish,"Pésimo servicio, tengo más de un mes intentado pedir una cita, llamo y escribo y el boot solo dice que un asesor se comunicara conmigo, pero aún nada.",Spanish,"Local Guide · 25 reviews",https://www.google.com/maps/contrib/113902661498307982207?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xCamMySm1kR3BLTVc1blIzTjFNVlJaUjFKTFYzYxAB!2m1!1s0x0:0x83f1475e83c8e336!3m1!1s2@1:CAIQACodChtycF9oOlBjc2JmdGpKMW5nR3N1MVRZR1JLV3c%7C%7C?hl=en,,
66,,"Manuel Cardona","Local Guide · 16 reviews","2026-07-25 14:36:51",1,0,"La IA puede ser un avance o un retroceso utilizado para ahorrarse unos cuantos pesos. No puedo creer que una entidad a la que le entra tanto dinero, no pueda pagar un asesor de call center y tenga que poner a una IA que no resuelve las solicitudes y te cuelga. Supremamente inútil.",no,Spanish,"La IA puede ser un avance o un retroceso utilizado para ahorrarse unos cuantos pesos. No puedo creer que una entidad a la que le entra tanto dinero, no pueda pagar un asesor de call center y tenga que poner a una IA que no resuelve las solicitudes y te cuelga. Supremamente inútil.",Spanish,"Local Guide · 16 reviews",https://www.google.com/maps/contrib/115638896286734394106?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pGVVRrMTZlV2MxT0dKQlJuSjJWa1p3YmxOcE0wRRAB!2m1!1s0x0:0x83f1475e83c8e336!3m1!1s2@1:CAIQACodChtycF9oOjFUTk16eWc1OGJBRnJ2VkZwblNpM0E%7C%7C?hl=en,,
67,,"Paola Andrea Lopez Cardona",,"2026-07-31 12:51:29",1,0,"Super complicado comunicarse para agendar la cita por primera vez",no,Spanish,"Super complicado comunicarse para agendar la cita por primera vez",Spanish,,https://www.google.com/maps/contrib/102846557568143137248?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pkbVpFRnpkMnhvVFZCMlUyUXhXVXAyVkRRMGEyYxAB!2m1!1s0x0:0x83f1475e83c8e336!3m1!1s2@1:CAIQACodChtycF9oOjdmZEFzd2xoTVB2U2QxWUp2VDQ0a2c%7C%7C?hl=en,,
